timestamp,event subtype,RSSI
1657743725.714180,44,-39
1657743725.756290,44,-39
1657743746.189770,44,-39
1657743746.234390,44,-39
1657743766.670920,44,-37
1657743766.713420,44,-39
1657743781.564000,44,-37
1657743781.569520,13,-39
1657743781.606220,44,-39
1657743787.146830,44,-39
1657743787.188790,44,-39
1657743792.985210,44,-37
1657743793.027700,44,-39
1657743802.281050,44,-39
1657743802.412050,13,-39
1657743802.525060,44,-39
1657743802.814570,44,-39
1657743802.814570,44,-39
1657743802.816540,44,-39
1657743802.861540,44,-39
1657743802.886540,44,-39
1657743802.931240,44,-39
1657743807.628760,44,-95
1657743807.670380,44,-39
1657743824.270840,44,-37
1657743824.319000,44,-37
1657743841.825150,44,-39
1657743841.829820,13,-39
1657743841.968590,44,-39
1657743843.768530,44,-39
1657743843.810520,44,-39
1657743843.817050,44,-39
1657743843.858660,44,-39
1657743844.301970,44,-37
1657743844.344460,44,-39
1657743845.588090,44,-37
1657743845.632920,44,-39
1657743847.149710,44,-37
1657743847.152670,40,-81
1657743847.154670,40,-39
1657743847.156750,13,-39
1657743847.195390,44,-37
1657743847.893800,44,-39
1657743848.288110,44,-39
1657743848.389230,44,-41
1657743848.576020,4,-39
1657743848.597390,4,-39
1657743848.676300,44,-41
1657743848.779040,44,-41
1657743848.811050,4,-39
1657743848.828750,4,-39
1657743848.909880,4,-41
1657743848.930410,4,-39
1657743849.007590,4,-43
1657743849.027820,4,-45
1657743849.106140,44,-39
1657743849.207970,44,-39
1657743849.296240,44,-39
1657743849.351090,44,-39
1657743865.224230,44,-35
1657743865.265990,44,-41
1657743885.702950,44,-35
1657743885.745180,44,-39
1657743902.960120,13,-39
1657743903.001050,44,-39
1657743906.182860,44,-35
1657743906.226040,44,-39
1657743926.705050,44,-39
1657743944.583830,44,-37
1657743944.625850,44,-39
1657743964.175420,44,-39
1657743964.220050,44,-39
1657743964.763050,40,-37
1657743964.764420,44,-37
1657743964.806480,44,-37
1657743984.258460,44,-37
1657743984.260370,44,-41
1657743984.301610,44,-39
1657744003.101230,44,-37
1657744003.145820,44,-37
1657744004.736250,44,-35
1657744004.778780,44,-39
1657744025.253360,44,-39
1657744045.694460,44,-35
1657744045.737850,44,-39
1657744045.737850,44,-39
1657744045.739760,44,-39
1657744064.898310,44,-39
1657744064.940030,44,-39
1657744085.371510,44,-35
1657744085.417310,44,-39
1657744101.356680,44,-37
1657744101.399740,13,-37
1657744101.501950,44,-37
1657744105.850420,44,-39
1657744105.894470,44,-39
1657744106.369610,40,-39
1657744106.373970,44,-37
1657744106.416260,44,-37
1657744126.328870,44,-39
1657744126.371810,44,-39
1657744146.806620,44,-41
1657744146.850150,44,-37
1657744167.287080,44,-35
1657744167.329620,44,-39
1657744185.213460,44,-39
1657744185.256080,44,-39
1657744201.844450,44,-39
1657744201.886750,44,-37
1657744205.684990,44,-35
1657744205.727450,44,-39
1657744215.262790,44,-39
1657744215.266850,13,-39
1657744215.309080,44,-39
1657744215.412500,44,-39
1657744215.454500,44,-39
1657744215.771230,44,-39
1657744215.814020,44,-39
1657744226.163540,44,-39
1657744226.207020,44,-37
1657744246.642930,44,-39
1657744246.684750,44,-39
1657744261.391900,44,-39
1657744261.690580,40,-40
1657744261.938890,44,-37
1657744264.294180,40,-39
1657744264.295600,44,-39
1657744264.340290,44,-39
1657744267.122220,44,-39
1657744267.164630,44,-37
1657744287.600700,44,-35
1657744287.643260,44,-39
1657744302.092530,44,-39
1657744302.095950,13,-39
1657744302.136380,44,-39
1657744305.525760,44,-39
1657744305.568290,44,-39
1657744325.998210,44,-37
1657744326.040030,44,-39
1657744346.477140,44,-35
1657744346.518870,44,-39
1657744366.955970,44,-35
1657744366.997740,44,-39
1657744387.434820,44,-37
1657744387.476460,44,-39
1657744402.233090,44,-39
1657744402.236390,13,-39
1657744402.275380,44,-39
1657744402.399040,44,-37
1657744402.442890,13,-37
1657744402.542200,44,-37
1657744402.542220,44,-37
1657744402.846440,44,-39
1657744402.848540,44,-39
1657744402.992750,44,-39
1657744405.559980,44,-37
1657744405.602680,44,-37
1657744405.918910,44,-39
1657744406.263250,44,-39
1657744407.378050,40,-37
1657744407.379410,44,-37
1657744407.421560,44,-37
1657744407.913340,44,-39
1657744407.954760,44,-37
1657744409.686700,44,-39
1657744409.930280,44,-37
1657744410.219450,44,-37
1657744410.363210,44,-37
1657744414.929570,44,-39
1657744414.934320,40,-39
1657744414.972140,44,-39
1657744425.835340,44,-39
1657744425.877490,44,-39
1657744446.181440,44,-37
1657744446.340760,13,-39
1657744446.628910,44,-39
1657744447.591220,44,-35
1657744447.633860,44,-39
1657744451.406600,40,-37
1657744451.408070,44,-37
1657744451.414610,40,-37
1657744451.551370,44,-39
1657744466.229440,44,-39
1657744466.234650,13,-39
1657744466.372760,44,-39
1657744466.946210,44,-39
1657744466.989290,44,-39
1657744467.867880,44,-39
1657744467.910770,44,-39
1657744468.070350,44,-35
1657744468.112910,44,-39
1657744468.704060,44,-39
1657744468.719740,13,-39
1657744468.746240,44,-39
1657744468.798070,44,-39
1657744469.042770,44,-39
1657744469.608470,44,-39
1657744469.651060,44,-39
1657744470.222900,44,-37
1657744470.366350,44,-37
1657744473.705830,44,-83
1657744473.750380,44,-37
1657744473.932900,40,-39
1657744473.934420,44,-37
1657744473.977040,44,-39
1657744488.548880,44,-41
1657744488.590760,44,-39
1657744502.784500,44,-39
1657744502.827350,44,-39
1657744509.027980,44,-39
1657744509.069660,44,-39
1657744529.504610,44,-35
1657744529.547700,44,-39
1657744546.151970,44,-37
1657744546.194920,44,-39
