timestamp,event subtype,RSSI
1657226775.066160,40,-40
1657226775.067490,40,0
1657226775.072700,40,-40
1657226775.077720,40,-40
1657226775.091840,40,-39
1657226775.091840,40,-39
1657226775.114230,40,-40
1657226775.116190,40,-40
1657226775.156110,40,-40
1657226775.166040,40,-40
1657226775.166050,40,-39
1657226775.166060,40,-40
1657226775.166070,40,-40
1657226775.171130,40,-40
1657226775.174580,40,-40
1657226775.174590,40,-38
1657226775.191090,40,-40
1657226775.191090,40,0
1657226775.209630,40,-40
1657226775.250260,40,-40
1657226775.250270,40,-40
1657226775.259860,40,-40
1657226775.308180,40,-40
1657226775.319100,40,-40
1657226775.343120,40,-40
1657226775.370240,40,-40
1657226775.437770,40,-39
1657226775.437780,40,-40
1657226775.437780,40,-38
1657226775.453280,40,-40
1657226775.496690,40,-39
1657226775.601180,44,-37
1657226775.724470,40,-38
1657226775.725610,44,-37
1657226775.730120,40,-40
1657226775.732560,13,-39
1657226775.767980,44,-39
1657226775.769450,40,-40
1657226775.769460,44,-39
1657226775.780060,40,-40
1657226775.812420,44,-39
1657226775.889340,40,-41
1657226775.890730,44,-37
1657226775.934470,44,-39
1657226776.066200,40,-40
1657226776.067700,44,-39
1657226776.076160,40,-40
1657226776.076170,40,-40
1657226776.076170,40,-40
1657226776.104790,40,-40
1657226776.107200,40,-40
1657226776.120290,40,-40
1657226776.125300,40,-40
1657226776.205910,40,-40
1657226776.207130,40,-40
1657226776.207130,40,0
1657226776.207140,40,0
1657226776.344150,40,-37
1657226776.344150,40,0
1657226776.344160,40,0
1657226776.816570,44,-39
1657226777.131930,44,-33
1657226777.274900,44,-33
1657226778.413800,44,-39
1657226778.458670,44,-39
1657226778.545690,44,-39
1657226778.588220,44,-39
1657226778.843760,44,-33
1657226778.986040,44,-15
1657226779.075000,44,-15
1657226779.117620,44,-33
1657226779.385550,44,-39
1657226779.428150,44,-39
1657226780.686370,44,-33
1657226780.727260,44,-33
1657226780.731410,44,-33
1657226780.773840,44,-33
1657226780.778830,44,-33
1657226780.821600,44,-33
1657226780.962250,44,-33
1657226781.508830,44,-33
1657226782.099610,44,-33
1657226782.242190,44,-33
1657226782.353210,44,-39
1657226782.395670,44,-39
1657226785.430520,44,-37
1657226785.436250,40,-37
1657226785.473460,44,-39
1657226788.504160,44,-33
1657226788.747810,44,-33
1657226789.271640,44,-33
1657226789.314310,44,-33
1657226789.783630,44,-39
1657226789.826360,44,-39
1657226793.222120,44,-33
1657226793.365330,44,-33
1657226793.618690,40,-33
1657226793.621600,44,-33
1657226793.664540,44,-33
1657226796.182900,44,-33
1657226796.225890,44,-33
1657226796.381060,44,-33
1657226796.425350,44,-33
1657226796.700240,44,-33
1657226796.843490,44,-33
1657226798.193140,44,-39
1657226798.205970,13,-39
1657226798.235310,44,-39
1657226798.275490,44,-33
1657226798.297010,13,-33
1657226798.318130,44,-33
1657226798.647400,44,-33
1657226798.650200,13,-33
1657226798.689790,44,-33
1657226799.364030,44,-39
1657226799.507290,44,-39
1657226814.529410,44,-33
1657226814.572420,44,-33
1657226816.780000,44,-33
1657226816.821770,44,-33
1657226817.910340,44,-41
1657226817.953550,44,-41
1657226828.667830,44,-39
1657226828.811180,44,-39
1657226832.766570,44,-39
1657226832.809250,44,-39
1657226832.835860,44,-39
1657226832.878290,44,-41
1657226833.790310,44,-33
1657226833.833550,44,-33
1657226834.095360,44,-39
1657226834.137930,44,-39
1657226834.710250,44,-33
1657226834.717860,40,-37
1657226834.954180,44,-33
1657226835.524600,40,-33
1657226835.526930,44,-33
1657226835.568860,44,-33
1657226835.572790,44,-33
1657226837.682830,44,-39
1657226837.692160,13,-39
1657226837.726600,44,-39
1657226838.708690,44,-33
1657226838.952860,44,-33
1657226843.828790,44,-33
1657226843.832580,40,-33
1657226843.873170,44,-33
1657226854.488330,44,-39
1657226854.530740,44,-39
1657226874.500630,44,-33
1657226874.545410,44,-33
1657226875.416520,44,-39
1657226875.517200,44,-39
1657226875.810040,44,-39
1657226875.911470,44,-39
1657226876.089710,4,-35
1657226876.111180,4,-35
1657226876.139630,4,-37
1657226876.162120,4,-37
1657226876.241270,44,-39
1657226876.342920,44,-39
1657226876.371930,4,-39
1657226876.393300,4,-41
1657226876.471700,4,-43
1657226876.493130,4,-43
1657226876.602810,44,-39
1657226876.704170,44,-37
1657226876.785620,44,-39
1657226876.877790,44,-37
1657226894.590480,44,-95
1657226894.633060,44,-39
1657226901.406250,44,-37
1657226901.409310,13,-39
1657226901.449140,44,-39
1657226906.429610,44,-33
1657226906.435810,40,-33
1657226906.474490,44,-33
1657226915.481450,44,-37
1657226915.523330,44,-37
1657226935.971720,44,-33
1657226936.013450,44,-37
1657226942.800370,40,-42
1657226942.800370,40,-40
1657226942.801980,40,-40
1657226942.803240,44,-35
1657226942.845360,44,-35
1657226948.127180,44,-35
1657226948.133300,40,-35
1657226948.171860,44,-35
1657226955.185450,40,-43
1657226955.188800,44,-35
1657226955.231890,44,-37
1657226955.501250,44,-37
1657226955.543960,44,-37
1657226975.669720,40,-43
1657226975.671100,44,-35
1657226975.716260,44,-35
1657226996.160020,40,-43
1657226996.161310,44,-35
1657226996.203580,44,-37
1657227004.795640,40,-33
1657227004.799840,44,-37
1657227004.842440,44,-37
1657227011.542100,44,-37
1657227011.574810,40,-41
1657227011.585370,44,-37
